Code,Subject Code,Course Title,Credits,Semester Typically Offered,Foundations Designation,Description,Grading Basis,Course Type,Course Level,College,Department
COMM696,COMM,Directed Research,1-6,fall or spring or summer or all,NULL,Research conducted by a graduate student under the supervision of a member of the graduate faculty. Requires the clear statement of a hypothesis or proposition%COMMA% a review of the relevant literature%COMMA% analysis and synthesis of data or scholarly evidence%COMMA% and the inference of conclusions. The results must be stated in a report written in clear and effective English. Requires submission of an Application for Directed Research prior to the deadline specified in the academic calendar. Either graded or pass/fail.,Letter Grade - Regular,Directed Research,Graduate,College of Arts and Sciences,Communication
COMM488,COMM,Studies in Communication and Culture,3,fall or spring or both,NULL,Explores contemporary topics and perspectives that focus on the intersection between communication and culture. Content varies from semester to semester. Course may be repeated for credit.,Letter Grade - Regular,Lecture,Undergraduate,College of Arts and Sciences,Communication
COMM414,COMM,Intercollegiate Debate,1,fall or spring or both,NULL,Preparation for and participation in intercollegiate tournament debate. Course may be repeated for credit. Recommended concurrent enrollment in COMM 114 or COMM 314.,Letter Grade - Regular,Lecture,Undergraduate,College of Arts and Sciences,Communication
COMM319,COMM,Environmental Communication,3,fall or spring or both (demand),NULL,Focuses on the social construction of the natural world through a variety of communication contexts including news and media%COMMA% rhetoric and discourse%COMMA% culture and advocacy%COMMA% and democratic processes. Examines communication practices around critical environmental issues related to climate%COMMA% energy%COMMA% water%COMMA% and more. Projects to enhance public understanding and influence policy actions.,Letter Grade - Regular,Lecture,Undergraduate,College of Arts and Sciences,Communication
COMM412,COMM,History of Persuasion,3,fall or spring or both,NULL,Emphasis on the history of persuasion in society. Examination of the processes of persuasion as developed over time and across various communication contexts.,Letter Grade - Regular,Lecture,Undergraduate,College of Arts and Sciences,Communication
COMM302,COMM,Applied Research,3,as justified,NULL,Historical%COMMA% critical%COMMA% descriptive%COMMA% and experimental research methods and tools in communication. Students design%COMMA% conduct%COMMA% report%COMMA% and evaluate research projects.,Letter Grade - Regular,Lecture,Undergraduate,College of Arts and Sciences,Communication
COMM361,COMM,Organizational Communication,3,fall or spring or both,NULL,Examination and application of historical and contemporary communication theory to the study of organizing processes within and between various types of organizations.,Letter Grade - Regular,Lecture,Undergraduate,College of Arts and Sciences,Communication
COMM314,COMM,Communication Activities: Forensics,1,fall or spring or both,NULL,Examination of theories concerning the complexity of interaction among ideas%COMMA% messages%COMMA% and people%COMMA% including analysis of various message strategies. Course may be repeated for credit.,Letter Grade - Regular,Lecture,Undergraduate,College of Arts and Sciences,Communication
COMM541,COMM,Rhetoric and Civic Life,3,fall or spring or both,NULL,Examines the intersections of rhetorical theory and practice with civic life. Addresses issues of civic engagement%COMMA% public sphere(s)%COMMA% rhetorical performance%COMMA% citizenship%COMMA% and the construction of (im)possibility.,Letter Grade - Regular,Lecture,Graduate,College of Arts and Sciences,Communication
COMM510,COMM,Communication%COMMA% Community%COMMA% and Politics,3,fall or spring or both,NULL,Explores the connections between theory and practice in communication studies%COMMA% community organizing%COMMA% and politics. Examines the exercise of power%COMMA% conflicts between autonomy and control%COMMA% and intersections between political and social life.,Letter Grade - Regular,Lecture,Graduate,College of Arts and Sciences,Communication
COMM484,COMM,Studies in Rhetoric and Public Advocacy,3,fall or spring or both,NULL,Explores contemporary topics and perspectives that focus on the intersections between rhetoric and public advocacy. Content varies from semester to semester. Course may be repeated for credit.,Letter Grade - Regular,Lecture,Undergraduate,College of Arts and Sciences,Communication
COMM221,COMM,Interpersonal Communication,3,fall or spring or both,NULL,Examination of interaction between persons. Focuses on an awareness of how the self%COMMA% the communication process%COMMA% and contexts affect interpretations%COMMA% outcomes%COMMA% and relationships.,Letter Grade - Regular,Lecture,Undergraduate,College of Arts and Sciences,Communication
COMM481,COMM,Studies in Personal Relationships,3,fall or spring or both,NULL,Explores contemporary topics and perspectives that focus on the intersections between communication and interpersonal relationships. Content varies from semester to semester. Course may be repeated for credit.,Letter Grade - Regular,Lecture,Undergraduate,College of Arts and Sciences,Communication
COMM531,COMM,Media and Institutions,3,fall or spring or both,NULL,Explores the influences of social forces and institutions on media organizations. Topics include the ways advertising%COMMA% public relations%COMMA% social media%COMMA% and legal%COMMA% regulatory%COMMA% and political systems influence media economics%COMMA% content%COMMA% and competition.,Letter Grade - Regular,Lecture,Graduate,College of Arts and Sciences,Communication
COMM418,COMM,Media%COMMA% Power%COMMA% and Politics,3,fall only,NULL,This seminar explores the role of media in politics%COMMA% governance and citizenship%COMMA% with emphasis on power relationships in the US media system. Students examine the individual and institutional relationships that control and influence media coverage of politics%COMMA% campaigns%COMMA% elections and policymaking%COMMA% and examine the impact of digital technology and the internet on participatory democracy. The course is designed to provide access to a range of literature that will complement other coursework and help students develop their own original research and creative work.,Letter Grade - Regular,Lecture,Undergraduate,College of Arts and Sciences,Communication
