"Code","Subject Code","Number","Cross-listed","Course Title","Lecture Hours","Lab/Studio Hours","Credits","Semester Typically Offered","Foundations Designation","Description","Grading Basis","(requiresPermission)","Prerequisites","Co-requisites","Repeatable","Max Attempts","Total Credits Allowed","Course Type","Course Level","College","Department"
"ECON532","ECON","532",,"Urban Economics","3","0","3","spring only",,"Focus on the structure of the urban areas, locational patterns, housing, crime, pollution, poverty, financial, and transportation problems. Tools of economic analysis used to analyze the problems and existing and proposed policies.","Letter Grade - Regular",,"Declared or admitted to one of the following: MEc, or Economics MS
",,"false",,,"Lecture","Graduate","College of Business and Economics","Economics"
"ECON440","ECON","440",,"Health Economics","3","0","3","fall only",,"Examines the economic issues associated with those individual and social decisions that influence the health of particular groups. Examines the production and delivery of health care and the economic and ethical aspects of health policy issues. Various economic approaches to the analysis of health policy are presented and evaluated. The focus is on the U.S. health care system. Comparisons will also be made to the health care systems of other nations.","Letter Grade - Regular",,"Completed the following:
ECON201 - Principles of Macroeconomics (FS) (3)
ECON202 - Principles of Microeconomics (FS) (3)
",,"false",,,"Lecture","Undergraduate","College of Business and Economics","Economics"
"ECON696","ECON","696",,"Directed Research","V","V","1–6","fall or spring or summer or all",,"Research conducted by a graduate student under the supervision of a member of the graduate faculty. Requires the clear statement of a hypothesis or proposition, a review of the relevant literature, analysis and synthesis of data or scholarly evidence, and the inference of conclusions. The results must be stated in a report written in clear and effective English. Requires submission of an Application for Directed Research prior to the deadline specified in the academic calendar. Either graded or pass/fail.","Letter Grade - Regular","Requires Permission of Instructor Only",,,"true","99","99","Directed Research","Graduate","College of Business and Economics","Economics"
"ECON401","ECON","401",,"Research Project Seminar","2","0","2","fall and spring only",,"Capstone course that challenges students to conduct original research. Students will identify an applied research problem, gather data, and run preliminary analysis. Students will be discussing the practice of research design, data collection and challenges as well as the analysis of their data. Emphasis throughout is placed on developing communication skills critical to working as an applied economist.","Letter Grade - Regular",,"Completed the following:
ECON341 - Quantitative Methods in Economics (3)
ECON342 - Econometrics (4)
",,"false",,,"Seminar","Undergraduate","College of Business and Economics","Economics"
"ECON301","ECON","301",,"Money and Banking","3","0","3","fall only",,"Analysis of the role of money, credit, and the financial system in the U.S. economy through the economics of commercial and central banking. Study of monetary theory and monetary policy as they affect both domestic and international economic policy goals.","Letter Grade - Regular",,"Complete all of the following
Declared or admitted to one of the following: College of Business and Economics Admission, Economics BA, Economics Minor, Quantitative Economics BA, Economics, Social Science, Secondary Education BA, or History, Social Studies, Secondary Education BA
Completed the following:
  ECON201 - Principles of Macroeconomics (FS) (3)
  ECON202 - Principles of Microeconomics (FS) (3)
",,"false",,,"Lecture","Undergraduate","College of Business and Economics","Economics"
"ECON574","ECON","574",,"Sustainability and Economic Policy","3","0","3","spring only",,"Presents concepts, theories, data and empirical findings critical for analyzing sustainability problems and developing solutions in communities, cities, countries and regions. Explores how economics relates to the three pillars of sustainability: economic, social and environmental, emphasizing tradeoffs and synergies across the pillars. Topics may include: the meaning and history of sustainable development and the link between sustainability and well-being; sustainability indicators and metrics; natural resource (green) accounting; the valuation of biodiversity and ecosystem services; climate change; urbanization and sustainability; and business, international finance and sustainability.","Letter Grade - Regular",,"Declared or admitted to one of the following: MEc, or Economics MS
",,"false",,,"Lecture","Graduate","College of Business and Economics","Economics"
"ECON522","ECON","522",,"Advanced Econometrics","4","1","4","spring only",,"Econometric techniques working with cross-sectional and/or panel data. Topics may include interpreting regression, maximum likelihood estimation, panel data, correlated errors and clustering, count models, duration models, choice models, weak and many instruments, quantile regressions, matching estimators, and regression discontinuity. Laboratory includes computational research methods using important statistical packages: STATA, R, and/or Python.","Letter Grade - Regular",,"Completed the following:
ECON521 - Mathematical Statistics and Introduction to Advanced Econometrics (4)
",,"false",,,"Lecture","Graduate","College of Business and Economics","Economics"
"ECON341","ECON","341",,"Quantitative Methods in Economics","3","0","3","fall and spring only",,"The first of a two-semester sequence in quantitative economic analysis. The course focuses on integrating quantitative methods with economic theory to critically analyze applied economic problems. Emphasis throughout is placed on developing communication skills critical to working as an applied economist. Topics will include equilibrium analysis, input-output analysis, comparative static analysis, optimization techniques, and dynamic analysis.","Letter Grade - Regular",,"Complete all of the following
Completed the following:
  ECON201 - Principles of Macroeconomics (FS) (3)
  ECON202 - Principles of Microeconomics (FS) (3)

Completed at least 1 of the following:
  MATH160 - Survey of Calculus (FM) (4)
  MATH170 - Calculus I (FM) (4)
",,"false",,,"Lecture","Undergraduate","College of Business and Economics","Economics"
"ECON333","ECON","333",,"Natural Resource Economics","3","0","3","fall and spring only",,"The theoretical and policy issues associated with the use of natural resources are addressed, including property rights issues that arise when considering collective goods, externalities, and common property resources. Tools used in the design and evaluation of resource policy, such as benefit/cost analysis, are covered.","Letter Grade - Regular",,"Completed the following:
ECON202 - Principles of Microeconomics (FS) (3)
",,"false",,,"Lecture","Undergraduate","College of Business and Economics","Economics"
"ECON431","ECON","431",,"Regional Economics and Spatial Analysis","3","0","3","fall only",,"Explore why economic activity is unevenly distributed across space at different spatial scales (local, regional and international). Using spatially-explicit economic theory (involving location, transportation, and land), review the forces that drive the concentration or dispersion of economic activities. Study of the economic structure of regions and develop regional models of economic growth and policy. Perform exploratory spatial data analysis and discuss modeling approaches such as classical location theory, input-output (production network), and quantitative spatial models.","Letter Grade - Regular",,"Completed the following:
ECON201 - Principles of Macroeconomics (FS) (3)
ECON202 - Principles of Microeconomics (FS) (3)
",,"false",,,"Lecture","Undergraduate","College of Business and Economics","Economics"
"ECON202","ECON","202",,"Principles of Microeconomics (FS)","3","0","3","fall and spring and summer","FS - Foundations of Social Sciences","An introduction to microeconomic analysis covering supply and demand, basic market structures, the operations of the price system, and the distribution of income. Provides an introduction to some applied areas of economics such as international and regional economics, the public sector, and economic development.","Letter Grade - Regular",,,,"false",,,"Lecture","Undergraduate","College of Business and Economics","Economics"
